"(PDH-CSV 4.0) (China Standard Time)(-480)","\\10.201.70.19\processor(_total)\% Processor Time","\\10.201.70.19\processor(_total)\% User Time","\\10.201.70.19\processor(_total)\% Privileged Time","\\10.201.70.19\Memory\Available KBytes","\\10.201.70.19\physicaldisk(_total)\% Disk Read Time","\\10.201.70.19\physicaldisk(_total)\% Disk Write Time","\\10.201.70.19\TCP\Connections Established","\\10.201.70.19\network interface(Intel[R] Wireless WiFi Link 4965AGN - Teefer2 Miniport)\Bytes Total/sec","\\10.201.70.19\network interface(Broadcom NetXtreme 57xx Gigabit Controller - Teefer2 Miniport)\Bytes Total/sec","\\10.201.70.19\network interface(MS TCP Loopback interface)\Bytes Total/sec"
"07/13/2011 16:45:36.497","99.998613378225997","6.9414511354839314e-005","5.2640427786804838e-005","634356","0.00017261022465245451","4.5472959493574668e-005","41","0","3639.0352614091339","1882.7822377904736"
"07/13/2011 16:45:46.591","19.275029019504807","16.0211591495326","3.2506699723689336","632556","74.663866607661745","4.9250020284180627","41","0","1443.2773269242291","2836.851339166702"
"07/13/2011 16:45:56.873","16.947946419513972","13.449417642951536","3.4953288789591559","629968","78.514718410469825","2.1743771068626718","44","0","10230.216792496238","3003.0752576147693"
"07/13/2011 16:46:06.936","24.924762656042208","18.167120515497544","6.7544422429413942","626032","69.60216030850988","2.4636448900715924","46","0","5796.5307446195084","2462.3064307970267"
"07/13/2011 16:46:17.030","21.519539238521457","15.94376224542858","5.5725770954896001","633284","89.064696678932279","6.0923405249793614","44","0","1019.9049401460537","2530.8862315370161"
"07/13/2011 16:46:27.108","24.188472480508526","17.983920638570574","6.2013519443346805","630920","77.279983846718466","2.4618355158371368","46","0","1505.7430320692558","3811.2258676392889"
